"id_arbol","direccion","tipo_vereda","lado_vereda","especie","tipo_tendido","distancia_entre_ar","distancia_al_muro","activo","lng","lat"
8,San Juan 1278,Chica,Par,Crespón,Ninguno,5.0,1.0,true,-58.8370984073059944,-27.4718559881730044
16,San juan 1268,Chica,Impar,Crespón,Ninguno,5.0,1.0,true,-58.8371212500610028,-27.4716634611739998
17,Bolivar 1074,Mediana,Par,Paraíso,Media Tensión (Con Protección),5.0,2.0,true,-58.8375667790110057,-27.4708885098159996
18,Bolívar 1110,Grande,Par,Crespón,Preensamblado,3.0,1.0,true,-58.8369429837179894,-27.4709216731990011
19,Bolivar 1134,Grande,Par,Crespón,Preensamblado,5.0,2.0,true,-58.8366704269759992,-27.4709510070949996
20,Roca s/n,Grande,Par,Moringa,Ninguno,4.0,0.0,true,-58.8220738847070024,-27.467295483101001
21,Calle Roca S/N,Grande,Par,Palo Borracho,Preensamblado,4.0,0.0,true,-58.8219546705109977,-27.4672773004770008
22,Roca sn,Grande,Par,Jacarandá,Preensamblado,5.0,0.0,true,-58.8220262548399973,-27.4672459999659999
23,Roca 750,Grande,Par,Ibirá Pitá,Media Tensión (Con Protección),3.0,2.0,true,-58.8222967710940097,-27.4674153165349999
24,Roca sn,Grande,Par,Jacarandá,Preensamblado,5.0,0.0,true,-58.821989624731998,-27.4672200462280003
25,Roca S/N,Mediana,Par,Jacarandá,Preensamblado,3.0,4.0,true,-58.8222011497149992,-27.4673840190089997
26,Gobernador velazco 2051,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),7.0,2.0,true,-58.8331676868239981,-27.4817156830029994
27,Jujuy 749,Mediana,Impar,Paraíso,Alta tensión (Con Protección),2.0,1.0,true,-58.8276439184259985,-27.4665037664390006
28,Carlos pellegrini 681,Chica,Impar,Pata de Buey,Preensamblado,8.0,1.0,true,-58.8417702913280039,-27.4648133363329983
29,La valle 2183,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),3.0,1.0,true,-58.8241725144400007,-27.4781632088760013
30,General paz 2425,Mediana,Impar,Paraíso,Alta tensión (Sin Protección),4.0,1.0,true,-58.821234939571994,-27.4798828912169988
31,Pedri de siervi mz.34 lote 5,Grande,Impar,Paraíso,Alta tensión (Con Protección),3.0,5.0,true,-58.8094462499210024,-27.5274580984599986
36,Maria teresa villone 5521,Grande,Impar,Paraíso,Alta tensión (Con Protección),5.0,4.0,true,-58.8108678683160093,-27.5266534401119998
38,Maria teresa villon 5521,Grande,Impar,Ñangapirí,Alta tensión (Con Protección),2.0,5.0,true,-58.8108596082320076,-27.5265637683150004
39,Emilio noya 332,Mediana,Par,Paraíso,Media Tensión (Con Protección),5.0,2.0,true,-58.812717813795004,-27.526338477570004
40,Emilio noya 305 esq. Esquivel,Mediana,Par,Thevetia,Alta tensión (Con Protección),5.0,3.0,true,-58.8127649318100012,-27.5271233671080005
42,Montenegro y argentina roja 3490,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),5.0,2.0,true,-58.8159191608430021,-27.5228012007649987
43,Argentina roja 3333,Chica,Impar,Thevetia,Media Tensión (Con Protección),5.0,2.0,true,-58.8156915861620035,-27.523060532664001
46,Emilio noya285,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,3.0,true,-58.8123569611679997,-27.5256319085779992
49,Dimota 3661,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),9.0,3.0,true,-58.8119051277880018,-27.5249896284679991
50,Damota 3639,Mediana,Impar,Thevetia,Media Tensión (Con Protección),9.0,3.0,true,-58.8125291882450014,-27.5248420418790012
51,Plaza libertad,Grande,Par,Ibirá Pitá,Ninguno,3.0,0.0,true,-58.8226067601120022,-27.4705016460529983
54,Coronel artaza y laureles,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,2.0,true,-58.7846214797160016,-27.4936830329709991
56,Adolfo cipriano 130,Mediana,Par,Pata de Buey,Alta tensión (Con Protección),4.0,3.0,true,-58.8141237391560097,-27.5225481974980006
57,Adolfo cipriano 2832,Mediana,Par,Pata de Buey,Alta tensión (Con Protección),4.0,3.0,true,-58.8140442767570022,-27.522722239469001
58,Abelardo dimotta,Parterre Central,Par,Jacarandá,Ninguno,5.0,20.0,true,-58.8113278607180021,-27.5225071745760026
33,Pedro de servi,Grande,Impar,Thevetia,Alta tensión (Con Protección),2.0,4.0,true,-58.8094534127249986,-27.5275842946880047
35,Pedro deservi,Chica,Par,Thevetia,Alta tensión (Con Protección),2.0,2.0,true,-58.809235329173994,-27.5251298559470037
34,Pedro deservi,Grande,Impar,Pata de Buey,Alta tensión (Con Protección),6.0,4.0,true,-58.8093106291239991,-27.5269395830889998
44,Maria villon 5432,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),2.0,2.0,true,-58.8108424910199972,-27.5248445447149983
41,Argentina rojas 3353,Mediana,Impar,Paraíso,Media Tensión (Con Protección),2.0,2.0,true,-58.8163718639350037,-27.5227886723569988
45,Argentino roja,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),5.0,3.0,true,-58.8083041374339999,-27.5234867506659988
48,Dimota 3638,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,3.0,true,-58.8111553174390025,-27.5254261261069999
47,Dimota 3638,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,2.0,true,-58.8123569611679997,-27.5256319085779992
52,Av. Independencia 5346,Mediana,Par,Paraíso,Alta tensión (Con Protección),3.0,2.0,true,-58.7862646579740016,-27.4842507154490008
53,Franklin Ruveda y Perito Moreno,Chica,Impar,Paraíso,Media Tensión (Con Protección),5.0,2.0,true,-58.7865450536120022,-27.4906478270140013
55,Heraclio perez 6660,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,3.0,true,-58.8104445095750066,-27.5272868309189995
59,Abelardo Dimotta,Grande,Par,Ibirá Pitá,Ninguno,5.0,20.0,true,-58.8112734265070003,-27.5223283939449992
60,Dimotta,Parterre Central,Par,Jacarandá,Ninguno,5.0,20.0,true,-58.8114278769480094,-27.5226872938080014
61,Dimotta,Parterre Central,Par,Ibirá Pitá,Ninguno,5.0,20.0,true,-58.8114419725020028,-27.5224835204110008
65,"Catamarca, entre belgrano y bolívar",Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),4.0,2.0,true,-58.8335841075610091,-27.4719509750980002
67,Ciudad de arequipa 2900,Parterre Central,Impar,Ibirá Pitá,Preensamblado,4.0,0.0,true,-58.8323466502390033,-27.4904060445410003
68,Calle cordoba,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),4.0,3.0,true,-58.8347484778920062,-27.4718915248889992
69,Congreso 1470,Chica,Impar,Ibirá Pitá,Alta tensión (Con Protección),4.0,0.0,true,-58.8350724765030009,-27.4926577808189982
70,Congreso 1470,Chica,Impar,Ibirá Pitá,Alta tensión (Con Protección),4.0,0.0,true,-58.8349089918329966,-27.4926632536650004
71,Congreso 1470,Chica,Impar,Ibirá Pitá,Alta tensión (Con Protección),4.0,0.0,true,-58.8348381065730095,-27.4927122977739984
72,Congreso,Chica,Impar,Thevetia,Media Tensión (Con Protección),5.0,0.0,true,-58.834963238279002,-27.4923304379590014
73,Congreso,Chica,Impar,Thevetia,Ninguno,5.0,0.0,true,-58.8349260016769975,-27.4922327499510004
74,Congreso,Chica,Impar,Thevetia,Media Tensión (Sin Protección),4.0,0.0,true,-58.8352314583100053,-27.4926264485700003
75,Ricardo gutierrez,Chica,Par,Ibirá Pitá,Media Tensión (Con Protección),4.0,0.0,true,-58.8348002040569966,-27.4919722079090008
76,Belgrano al 1175,Mediana,Impar,Thevetia,Subterraneo,5.0,2.0,true,-58.8362996828269971,-27.4720374361560005
77,Ricardo gutierrez,Chica,Par,Ibirá Pitá,Media Tensión (Con Protección),4.0,0.0,true,-58.8347346352029987,-27.4919972965690036
78,Ricardo gutierrez,Chica,Par,Ibirá Pitá,Media Tensión (Con Protección),4.0,0.0,true,-58.8346222442190054,-27.4920035260560027
79,Mendoza 1420,Chica,Par,Thevetia,Media Tensión (Con Protección),4.0,2.0,true,-58.8359794509829896,-27.4735706989020017
80,Jujuy y mariano moreno,Mediana,Par,Thevetia,Media Tensión (Con Protección),5.0,3.0,true,-58.8283184082269983,-27.4742383094610005
81,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,true,-58.8303551170900079,-27.4912512890270015
82,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,true,-58.8304923730849936,-27.4911137658800016
83,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,true,-58.8306428513310067,-27.490990046941004
84,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,true,-58.8307555152060075,-27.4909027553160001
85,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,true,-58.8305672416369987,-27.4910263517340034
86,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,true,-58.8306930075879961,-27.4909364019170006
87,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,true,-58.8304333748190018,-27.4911374776169986
90,Calle 212,Mediana,Impar,Thevetia,Alta tensión (Con Protección),7.0,3.0,true,-58.8269545615289999,-27.505301736629999
93,Av. Teniente ibañes 1700,Chica,Par,Pata de Buey,Alta tensión (Con Protección),4.0,3.0,true,-58.831544699452003,-27.4848421200259985
94,Av. Sarmiento 2287,Chica,Impar,Thevetia,Media Tensión (Con Protección),4.0,3.0,true,-58.830806045202003,-27.4843512599419988
97,Av. Teniente ibañes 1694,Mediana,Par,Paraíso,Media Tensión (Sin Protección),10.0,3.0,true,-58.8317510489019995,-27.4851683970189988
98,Cundom 1653,Mediana,Impar,Paraíso,Media Tensión (Con Protección),3.0,3.0,true,-58.8316562714230002,-27.4855350543070003
99,Av. Sarmiento,Parterre Central,Impar,Pata de Buey,Subterraneo,4.0,20.0,true,-58.8307935842850043,-27.4870176651039984
100,Av. Sarmiento 2783,Parterre Central,Impar,Paraíso,Subterraneo,5.0,20.0,true,-58.8308611313039975,-27.4896240300590016
101,Av. Sarmiento 2700,Parterre Central,Par,Thevetia,Subterraneo,5.0,20.0,true,-58.830781998611009,-27.4899736999050006
102,Perugorria 1151,Chica,Impar,Thevetia,Media Tensión (Con Protección),3.0,2.0,true,-58.8382645804730089,-27.484027948891999
103,Guastavino 2257,Chica,Impar,Thevetia,Preensamblado,3.0,2.0,true,-58.8440679798089974,-27.4829156372919989
62,Av. Cuba 5401,Grande,Par,Palo Borracho,Subterraneo,8.0,2.0,true,-58.7877438319420023,-27.5049105451920006
64,Plaza del pirayui,Grande,Par,Jacarandá,Subterraneo,6.0,0.0,true,-58.787955576058998,-27.5041432072910013
66,Bolivar 1334,Mediana,Par,Pata de Buey,Subterraneo,4.0,3.0,true,-58.8339885067059924,-27.4712241409530016
88,San lorenzo 1524,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),4.0,3.0,true,-58.8327275026919949,-27.4751286735110014
89,Calle 212,Mediana,Impar,Pata de Buey,Alta tensión (Con Protección),4.0,3.0,true,-58.8268001314190059,-27.5053341185059992
91,Av. Sarmiento 2288,Chica,Par,Paraíso,Media Tensión (Con Protección),4.0,3.0,true,-58.831258992371005,-27.4844735535929985
95,Av. Sarmiento 2425,Grande,Impar,Pata de Buey,Alta tensión (Con Protección),18.0,2.0,true,-58.8308722061780003,-27.4851667258180008
92,Av. Sarmiento 2426,Parterre Central,Impar,Jacarandá,Media Tensión (Con Protección),4.0,12.0,true,-58.8311045413529925,-27.4851818270789998
96,Av. Teniente ibañes 1730,Mediana,Par,Thevetia,Media Tensión (Con Protección),18.0,3.0,true,-58.8301517329130021,-27.4847673178609995
104,Punta ñaro esq. Bella vista,Chica,Par,Paraíso,Ninguno,20.0,3.0,true,-58.7818372211459987,-27.4429185216780027
105,Guastavino 2257,Chica,Par,Pata de Buey,Preensamblado,4.0,2.0,true,-58.8440986245470015,-27.4826114525439991
106,Bella vista esq. Punta ñaro,Chica,Par,Paraíso,Media Tensión (Con Protección),10.0,2.0,true,-58.7819657845530017,-27.442974147080001
107,Guastavino 2257,Chica,Par,Pata de Buey,Preensamblado,4.0,2.0,true,-58.8441251339859974,-27.4827058885750048
109,Pje 1 de mayo,Chica,Par,Pata de Buey,Preensamblado,4.0,2.0,true,-58.8373140483680004,-27.4887423484379987
110,Pje 1 de mayo 2630,Chica,Par,Paraíso,Preensamblado,4.0,2.0,true,-58.8372298288219895,-27.4883506269179989
111,Pje 1 de mayo 2630,Chica,Par,Paraíso,Preensamblado,4.0,2.0,true,-58.8372016745379938,-27.4882279103990008
113,Chubut 1860,Chica,Par,Thevetia,Preensamblado,6.0,2.0,true,-58.829322229258004,-27.4896699221240013
114,Chubut 1968,Chica,Par,Thevetia,Preensamblado,4.0,2.0,true,-58.8281009847379934,-27.4898317226769997
115,Chubut 1968,Chica,Par,Thevetia,Preensamblado,4.0,2.0,true,-58.8279543245250025,-27.4898242291389998
116,Av Jose R vidal 2909,Mediana,Impar,Paraíso,Media Tensión (Con Protección),4.0,3.0,true,-58.84052227471701,-27.4902571486130007
117,Av Jose R vidal 2919,Chica,Impar,Paraíso,Media Tensión (Con Protección),4.0,3.0,true,-58.8405396356740056,-27.4903119275220007
118,Av Jose R vidal 2934,Chica,Par,Pata de Buey,Preensamblado,0.0,4.0,true,-58.8406242618610023,-27.4902443772980014
119,Hernan cortes y Jr vidal,Chica,Par,Thevetia,Preensamblado,4.0,2.0,true,-58.8408198242970002,-27.4899315381539999
123,Adolfo mors 160,Grande,Par,Thevetia,Alta tensión (Con Protección),2.0,5.0,true,-58.7776962141720105,-27.4488182080680012
124,Adolfo mors,Grande,Par,Thevetia,Alta tensión (Con Protección),7.0,4.0,true,-58.7778913509030048,-27.4489378109530016
125,Av. Pedro montenegro 160,Parterre Central,Par,Pata de Buey,Ninguno,3.0,15.0,true,-58.8030466153110041,-27.5255357428750003
126,Montenegro 150,Parterre Central,Par,Pata de Buey,Ninguno,3.0,16.0,true,-58.8027609327300027,-27.5246700336589996
130,Morales esquina N. Ciguersa,Mediana,Par,Pata de Buey,Ninguno,4.0,3.0,true,-58.7814400477960035,-27.4472786386680028
131,Los gladiolos 434,Mediana,Par,Pata de Buey,Preensamblado,4.0,2.0,true,-58.7802775301630049,-27.4570623009200041
132,"250 viv. Mz. E cs. 2",Chica,Par,Pata de Buey,Alta tensión (Con Protección),2.0,3.0,true,-58.7699392757300032,-27.4566232002839996
133,Los coco 102,Chica,Par,Pata de Buey,Media Tensión (Con Protección),4.0,3.0,true,-58.7880774778379944,-27.4622362137169986
138,"70 viv. Mz 211 c 22",Grande,Par,Pata de Buey,Media Tensión (Con Protección),10.0,4.0,true,-58.7962371446480034,-27.4954930488179983
141,Av. Riera y Av. Argentinos rojas al 300,Parterre Central,Par,Ingá,Alta tensión (Con Protección),5.0,20.0,true,-58.8080519892020064,-27.5255225463140007
142,Av. Riera y av. Argentina rojas,Parterre Central,Par,Ibirá Pitá,Alta tensión (Con Protección),5.0,20.0,true,-58.8075011995500105,-27.5228047010830004
143,Inglaterra y cartagena,Chica,Par,Pata de Buey,Preensamblado,10.0,3.0,true,-58.8037393910370056,-27.4947555046069994
144,Valencia 05,Grande,Impar,Pata de Buey,Ninguno,6.0,3.0,true,-58.7885652271739971,-27.4605576885259985
147,P.N. soto 1870,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),30.0,3.0,true,-58.8272692865130011,-27.4799458021950009
112,Caá cati,Grande,Par,Jacarandá,Media Tensión (Con Protección),5.0,0.0,true,-58.7850219847199966,-27.4444199913649989
120,Malvones 5650,Grande,Par,Pata de Buey,Media Tensión (Con Protección),3.0,3.0,true,-58.7805791023550057,-27.4542083353720017
121,"90 viv. Csa 38",Chica,Par,Pata de Buey,Preensamblado,3.0,2.0,true,-58.7846260684479986,-27.448557797134999
127,Montenego 100,Parterre Central,Impar,Pata de Buey,Ninguno,3.0,16.0,true,-58.8025446615200096,-27.5234237797239985
122,Las violestas 700,Grande,Par,Pata de Buey,Alta tensión (Con Protección),3.0,4.0,true,-58.7796378959549983,-27.4493282642010001
128,Yufre 3297,Chica,Impar,Pata de Buey,Media Tensión (Con Protección),2.0,3.0,true,-58.8095186923349971,-27.5064032647079983
129,Rio dulce 5750,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),4.0,4.0,true,-58.7824225108699991,-27.4449550300879999
134,J.R. Fernandez,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),2.0,5.0,true,-58.7878307234670103,-27.4638544567019984
135,Av. Paisandu,Parterre Central,Par,Thevetia,Alta tensión (Con Protección),3.0,18.0,true,-58.8257368448229911,-27.5007466470860003
136,Av. Paisandu,Parterre Central,Impar,Thevetia,Ninguno,4.0,18.0,true,-58.8262874138739988,-27.5082605286060016
137,Av ibera 2074,Grande,Par,Paraíso,Alta tensión (Con Protección),3.0,5.0,true,-58.8323921649760067,-27.498957269192001
139,Av. Montenegro,Parterre Central,Impar,Pata de Buey,Subterraneo,5.0,20.0,true,-58.7964198196309979,-27.4953292141060004
140,Av blas m riera al 200,Grande,Par,Jacarandá,Alta tensión (Con Protección),4.0,0.0,true,-58.8080961176289918,-27.5262227942739983
145,Las margaritas 1450,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),3.0,4.0,true,-58.7832522367940058,-27.4460308895360043
146,Pasaje ( entre los crisaltemos y las camelia ),Mediana,Par,Pata de Buey,Preensamblado,3.0,3.0,true,-58.7748542265970073,-27.457595322612999
150,Pago largo 2172,Mediana,Par,Pata de Buey,Ninguno,3.0,2.0,true,-58.8505156726100083,-27.4805999495789983
154,B° quintana. Calle 506 y pasaje 531,Grande,Par,Paraíso,Preensamblado,7.0,3.0,true,-58.7945463075039996,-27.5235609644930008
157,Julio verne y roberto leyes,Grande,Impar,Pata de Buey,Media Tensión (Con Protección),6.0,4.0,true,-58.7790408287440087,-27.5090898449020003
159,Rioja 1177,Mediana,Impar,Paraíso,Media Tensión (Con Protección),10.0,3.0,true,-58.8380771161910019,-27.4701454027740013
160,Fragata 1993,Chica,Impar,Paraíso,Preensamblado,20.0,3.0,true,-58.821812214565,-27.4825140083299999
161,Guemes 1864,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,4.0,true,-58.8083433077449911,-27.4836530002069992
162,"Serctor M, casa 136, 216 viv",Chica,Par,Pata de Buey,Preensamblado,8.0,3.0,true,-58.833377388513,-27.4979664915899988
163,Av. Cuarto centenario 3683,Mediana,Impar,Pata de Buey,Preensamblado,15.0,5.0,true,-58.8380054984840015,-27.4976869285010004
164,Taragui 1154,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),6.0,3.0,true,-58.839402406952992,-27.4955272524459993
165,Sebastian gaboto 3179,Chica,Impar,Chivato,Media Tensión (Con Protección),5.0,3.0,true,-58.8426245481569978,-27.4922194981070014
168,Catamarca 512,Chica,Par,Pata de Buey,Ninguno,3.0,3.0,true,-58.8327574369060073,-27.464122411331001
169,"25 de mayo 1415",Mediana,Impar,Pata de Buey,Ninguno,3.0,4.0,true,-58.8318589296019994,-27.4648369069140017
170,Enrique jasid y ramon contrera,Mediana,Par,Pata de Buey,Ninguno,4.0,3.0,true,-58.7742335205539987,-27.4821226374790015
171,AV. SARMIENTO Y AV. PATAGONIA,Parterre Central,Par,Pata de Buey,Subterraneo,3.0,30.0,true,-58.8307140402110065,-27.4909923457210006
172,Santa cruz  1732,Mediana,Par,Pata de Buey,Ninguno,10.0,4.0,true,-58.8298201049630052,-27.4920201127239991
173,Santa cruz 1762,Mediana,Par,Pata de Buey,Ninguno,10.0,4.0,true,-58.8298627208070002,-27.4922777405929999
174,Santa cruz 1771,Grande,Impar,Pata de Buey,Preensamblado,3.0,5.0,true,-58.8296342113789947,-27.4926323390040004
175,Santa cruz 1776,Mediana,Impar,Pata de Buey,Ninguno,10.0,4.0,true,-58.8300415176530009,-27.4929863492250028
176,Santa cruz y bonastre,Mediana,Par,Pata de Buey,Ninguno,7.0,4.0,true,-58.8301870354619965,-27.4932379533860001
178,La cruz 3123,Grande,Impar,Paraíso,Media Tensión (Con Protección),3.0,4.0,true,-58.8092171118340019,-27.5041210208050018
179,Los talguelches 3150,Chica,Impar,Paraíso,Preensamblado,4.0,4.0,true,-58.814048547319004,-27.5015849556919996
181,San martin 1327,Mediana,Impar,Pata de Buey,Preensamblado,10.0,3.0,true,-58.8392225767960042,-27.4712056854689983
182,San martin 1330,Mediana,Par,Pata de Buey,Preensamblado,15.0,3.0,true,-58.8395975244729996,-27.4711640561530004
183,Belgrano 902,Mediana,Par,Pata de Buey,Preensamblado,5.0,3.0,true,-58.8392794789260094,-27.4708331539140005
184,Av. Cartagena casi resoagli,Grande,Par,Paraíso,Ninguno,3.0,6.0,true,-58.806551338365999,-27.4932322144339985
149,Pje. Barranquera 2825,Mediana,Impar,Pata de Buey,Preensamblado,3.0,3.0,true,-58.8481522143010025,-27.4883006752260037
151,Peatonal N°1,Chica,Impar,Pata de Buey,Media Tensión (Con Protección),3.0,2.0,true,-58.8372824158049994,-27.486020484661001
152,Pasaje N°1 BARRIO pio x,Chica,Par,Paraíso,Media Tensión (Con Protección),3.0,3.0,true,-58.8375088943580025,-27.4856599776289983
153,Tacuari y guemes,Mediana,Par,Paraíso,Media Tensión (Sin Protección),7.0,4.0,true,-58.8064421294339894,-27.4821287471739986
155,Serrando y meza B pirayui,Mediana,Impar,Pata de Buey,Alta tensión (Con Protección),5.0,3.0,true,-58.7800323464100032,-27.5231836958359999
156,Julio verne y rafael,Mediana,Par,Paraíso,Alta tensión (Con Protección),4.0,3.0,true,-58.7834610596190075,-27.5086355495759989
158,Moreno 655,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),3.0,3.0,true,-58.8426950201679944,-27.4728899100390009
167,Quintana 1481,Chica,Impar,Pata de Buey,Alta tensión (Con Protección),5.0,3.0,true,-58.8315592576489976,-27.4633426216929983
185,Salta y bolivar,Mediana,Par,Pata de Buey,Alta tensión (Con Protección),4.0,5.0,true,-58.8394104822430037,-27.4692466753140003
186,Salta 1126,Mediana,Par,Pata de Buey,Ninguno,6.0,5.0,true,-58.8394262746960095,-27.469784963723999
187,Salta casi mariano moreno,Mediana,Par,Pata de Buey,Preensamblado,4.0,4.0,true,-58.8395542474460029,-27.4715648508180017
190,Pasaje gomez 3351,Chica,Impar,Pata de Buey,Ninguno,0.0,2.0,true,-58.8091490831589994,-27.4724385718530009
192,Raul alfonsin  7480,Grande,Par,Ñangapirí,Media Tensión (Con Protección),5.0,3.0,true,-58.7553417537049967,-27.4837859345830005
193,Rio miriñay,Mediana,Impar,Ñangapirí,Ninguno,6.0,3.0,true,-58.8121932064679953,-27.5106836096489999
194,Los atacamas 4800,Chica,Par,Ñangapirí,Preensamblado,10.0,4.0,true,-58.8096529184000048,-27.5145969100340047
197,Plaza de laguna brava,Plaza,Par,Jacarandá,Subterraneo,5.0,0.0,true,-58.7183981563380044,-27.4934514049850023
198,Parque mitre,Plaza,Par,Ibirá Pitá,Subterraneo,6.0,0.0,true,-58.827784539294008,-27.4612206282830016
204,Av. Colon 869,Chica,Impar,Chivato,Alta tensión (Con Protección),6.0,4.0,true,-58.8435525083859972,-27.4882955632590011
205,Hernandarias 2567,Chica,Impar,Ñangapirí,Media Tensión (Con Protección),6.0,4.0,true,-58.8453830465429917,-27.4909416233600012
210,Heredia 4932,Mediana,Par,Pata de Buey,Preensamblado,20.0,3.0,true,-58.7907203170740047,-27.472057702602001
211,Luis braile 4855,Mediana,Impar,Pata de Buey,Preensamblado,6.0,3.0,true,-58.7928260708950106,-27.4818931344739994
215,Calle gascon,Mediana,Par,Paraíso,Media Tensión (Con Protección),4.0,4.0,true,-58.7960873808309969,-27.4856715044920001
216,Calle gascon,Mediana,Par,Paraíso,Media Tensión (Con Protección),4.0,4.0,true,-58.7960873808309969,-27.4856715044920001
217,Gascon 2025,Chica,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,3.0,true,-58.7963805920189984,-27.4860882298299991
218,Inglaterra 3849,Mediana,Impar,Ñangapirí,Subterraneo,4.0,4.0,true,-58.8059173404840081,-27.4995057939330003
220,"215 viv. Sec. 13 cs. 27 por calle gascon",Chica,Impar,Ñangapirí,Preensamblado,5.0,4.0,true,-58.7973449783920046,-27.4947208413499986
226,San luis 809,Mediana,Impar,Ñangapirí,Ninguno,12.0,4.0,true,-58.8426601533239975,-27.4661671557850013
227,"9 de julio 665",Mediana,Impar,Ñangapirí,Preensamblado,5.0,2.0,true,-58.8418704072740013,-27.4659970745050011
228,"9 de julio 673",Mediana,Impar,Ñangapirí,Preensamblado,10.0,2.0,true,-58.8417395178479978,-27.4659979464519992
229,Araos y acevedo,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,3.0,true,-58.792288560954006,-27.4825483825660015
230,Araos 15 91,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,4.0,true,-58.792288560954006,-27.4825483825660015
189,Ex via,Chica,Par,Pata de Buey,Media Tensión (Con Protección),5.0,3.0,true,-58.8344277224029994,-27.476750852056
191,Baibiene 1911,Mediana,Impar,Pata de Buey,Alta tensión (Con Protección),17.0,4.0,true,-58.8257444209590048,-27.4628957945620016
195,Managua 3622,Mediana,Par,Ñangapirí,Media Tensión (Con Protección),30.0,2.0,true,-58.8096529184000048,-27.5145969100340047
196,Cabeza de vaca sector 4 casa 25 ( virgen de los dolores),Chica,Impar,Ñangapirí,Media Tensión (Con Protección),3.0,2.0,true,-58.8530446233179987,-27.4890932582239991
200,Av. Tacuari,Parterre Central,Par,Pata de Buey,Media Tensión (Con Protección),4.0,0.0,true,-58.8078185756750074,-27.4874290991190016
201,Panpin 58,Chica,Par,Ñangapirí,Preensamblado,3.0,2.0,true,-58.8217164928779965,-27.4589828505630003
231,Araos 1591,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,4.0,true,-58.792288560954006,-27.4825483825660015
232,Araos 1591,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,4.0,true,-58.7923069266020022,-27.4825964598520045
233,Araos 1591,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,4.0,true,-58.7923152248620013,-27.4826330735179987
234,Ernesto meabe 7301,Chica,Impar,Ñangapirí,Preensamblado,5.0,3.0,true,-58.7639316972350088,-27.4844320266060009
235,Calle 558 ( 9450),Mediana,Par,Ñangapirí,Media Tensión (Con Protección),7.0,4.0,true,-58.738287383933006,-27.4892391521820016
236,Calle 558 ( 9455),Chica,Impar,Paraíso,Media Tensión (Con Protección),10.0,3.0,true,-58.7382784438069976,-27.4890896732039991
237,Nelly y moresi,Chica,Impar,Ñangapirí,Alta tensión (Con Protección),5.0,4.0,true,-58.7737351256660006,-27.4989979567630023
32,Pedro de siervi 5561,Grande,Impar,Paraíso,Alta tensión (Con Protección),2.0,4.0,true,-58.8093723300000093,-27.5272671421309987
63,Turin 2919,Chica,Impar,Thevetia,Media Tensión (Con Protección),2.0,2.0,true,-58.7864174971379967,-27.5093729271500003
108,Las margarita esq. Caá cati,Grande,Impar,Pata de Buey,Media Tensión (Con Protección),3.0,3.0,true,-58.7834066796759984,-27.4442301353670004
148,Gral paz 2314,Mediana,Par,Pata de Buey,Media Tensión (Sin Protección),3.0,4.0,true,-58.8223443999739999,-27.4801609467929993
188,Esx via 1390,Chica,Par,Paraíso,Media Tensión (Con Protección),4.0,3.0,true,-58.8342532296090042,-27.4768113653760011
238,Gabriela mistral 4945,Chica,Impar,Paraíso,Alta tensión (Con Protección),4.0,3.0,true,-58.7892446000760103,-27.4695565991059993
